index,x,y,z
6356,475,953,66
6357,-953,411,932
6358,-146,493,176
6359,376,124,-479
6360,-699,263,-769
6361,-670,-722,241
6362,67,-231,24
6363,860,403,-377
6364,703,-773,316
6365,390,774,-292
6366,558,225,829
6367,771,-993,-225
6368,-127,-708,201
6369,-629,365,191
6370,-501,-720,333
6371,199,-203,-832
6372,-360,-923,480
6373,-996,444,223
6374,-979,336,-178
6375,-312,-422,898
6376,-638,-693,893
6377,503,-928,32
6378,597,440,-972
6379,419,585,510
6380,-664,644,889
6381,730,222,201
6382,-106,397,967
6383,-850,538,263
6384,-738,546,-410
6385,-938,-645,951
6386,-852,643,425
6387,-544,753,-277
6388,-946,-333,-766
6389,-9,174,-608
6390,-183,-662,94
6391,-156,-742,-320
6392,-616,179,428
6393,40,559,-378
6394,308,-970,-953
6395,469,593,-212
6396,-532,182,161
6397,319,-787,-496
6398,727,-190,-819
6399,978,-707,180
6400,459,-561,-886
6401,-481,-999,-95
6402,815,47,761
6403,97,502,-595
6404,-634,-654,370
6405,-452,252,-795
6406,-228,888,-770
6407,608,-949,-806
6408,-795,833,208
6409,-754,-148,264
6410,-647,-671,-230
6411,884,-364,-754
6412,294,-820,-991
6413,-385,-359,-498
6414,-7,-25,-531
6415,-101,967,-117
6416,852,-322,-426
6417,-512,-151,-246
6418,-44,-298,460
6419,141,-248,-675
6420,-115,623,-231
6421,186,-524,-347
6422,-312,-624,682
6423,78,23,-835
6424,525,-657,-704
6425,-30,755,279
6426,-354,-98,-579
6427,-974,349,-130
6428,-299,788,291
6429,-778,-695,984
6430,739,285,-324
6431,749,80,-399
6432,821,-922,272
6433,62,-958,-656
6434,-338,467,-376
6435,-566,813,879
6436,-641,-40,-363
6437,430,-603,876
6438,-708,-453,226
6439,-947,-846,343
6440,212,-712,770
6441,826,-583,632
6442,-390,-725,981
6443,-248,763,-5
6444,-860,-513,664
6445,-826,-267,860
6446,952,715,865
6447,61,-784,-942
6448,-488,-805,-459
6449,180,232,470
6450,-274,205,78
6451,-382,-563,-325
6452,-324,707,-224
6453,-782,-440,-893
6454,-654,696,-200
6455,-408,-75,783
6456,-925,472,291
6457,365,-614,-798
6458,273,620,637
6459,155,780,271
6460,-30,944,-963
6461,-796,864,-811
6462,-627,635,-742
6463,825,-258,644
6464,-505,994,428
6465,780,190,-717
6466,-166,838,378
6467,804,631,172
6468,228,-229,218
6469,-346,86,-550
6470,163,-521,-369
6471,472,-196,706
6472,-560,-349,942
6473,-836,-600,-154
6474,944,-259,-40
6475,-576,-130,-46
6476,152,73,-211
6477,-828,-348,-595
6478,-224,-17,896
6479,-215,919,657
6480,20,543,-456
6481,-956,677,621
6482,-711,-57,-425
6483,196,-912,968
6484,-848,-966,-343
6485,333,38,326
6486,-517,25,-858
6487,84,236,-246
6488,251,240,356
6489,-313,47,-139
6490,590,-395,336
6491,509,-936,388
6492,687,-276,-725
6493,220,-380,384
6494,-22,-521,-868
6495,409,-982,-616
6496,571,258,501
6497,-726,-68,-218
6498,-950,909,-991
6499,-32,-22,-265
6500,210,117,-912
6501,637,-138,153
6502,-690,773,-149
6503,469,-678,236
6504,-947,797,-313
6505,312,27,842
6506,752,502,225
6507,727,-186,513
6508,346,388,-205
6509,727,339,185
6510,-915,-802,867
6511,-89,-476,94
6512,-312,342,647
6513,-743,399,338
6514,-414,-320,-381
6515,-265,-357,-314
6516,546,-361,159
6517,-72,830,883
6518,-757,576,-744
6519,456,-289,115
6520,-826,356,-597
6521,-456,-251,71
6522,-641,-595,-467
6523,-229,-148,-464
6524,167,459,-938
6525,683,-225,-774
6526,-895,-97,-586
6527,-438,-353,593
6528,-640,-932,515
6529,-279,-619,-219
6530,974,714,-574
6531,515,73,403
6532,-592,377,-973
6533,-476,713,-31
6534,327,-74,768
6535,392,-464,697
6536,-807,197,630
6537,610,-36,26
6538,457,101,879
6539,484,-647,-527
6540,-758,-234,-113
6541,556,-24,-874
6542,-402,917,-528
6543,-521,-433,-4
6544,285,-928,288
6545,-857,724,-563
6546,-659,216,-952
6547,-933,-366,675
6548,-722,920,726
6549,-797,331,-822
6550,468,62,-266
6551,-921,-465,38
6552,646,-781,-194
6553,812,-902,-265
6554,845,618,-246
6555,-511,-267,-144
6556,-286,-905,411
6557,-835,712,-487
6558,615,370,446
6559,543,-593,-136
6560,-528,482,-367
6561,871,286,-242
6562,-797,-585,-365
6563,-787,175,-791
6564,104,952,-787
6565,963,648,902
6566,-377,469,-837
6567,-692,-243,-866
6568,168,-444,-631
6569,-876,-307,172
6570,12,-916,-168
6571,453,951,407
6572,-951,-225,-803
6573,-120,100,97
6574,378,496,-221
6575,284,408,817
6576,-713,-341,-451
6577,-834,-884,-502
6578,986,-179,286
6579,-528,293,-304
6580,659,-132,-517
6581,-198,93,939
6582,-236,827,141
6583,-806,31,-958
6584,154,-245,761
6585,930,226,-432
6586,-649,-142,-494
6587,-306,746,40
6588,975,-881,-684
6589,-407,-851,-339
6590,811,463,208
6591,-976,-983,675
6592,-97,-172,-318
6593,742,-40,-160
6594,554,972,961
6595,-33,18,209
6596,608,-453,91
6597,-920,-807,-854
6598,-925,-434,549
6599,799,540,465
6600,113,-408,519
6601,938,-362,-312
6602,-521,691,-4
6603,388,815,-768
6604,-775,138,498
6605,450,-989,37
6606,-523,79,366
6607,366,151,803
6608,-851,50,398
6609,13,-599,-98
6610,-502,-46,-238
6611,765,427,843
6612,-594,730,646
6613,-312,229,28
6614,976,148,444
6615,427,-975,874
6616,654,691,-504
6617,-172,162,666
6618,-597,558,-658
6619,733,755,-992
6620,-802,669,-169
6621,-474,303,976
6622,-752,-208,-247
6623,996,-125,-667
6624,-837,-551,-786
6625,938,174,115
6626,-607,485,699
6627,-377,34,-105
6628,-587,-838,-945
6629,-763,883,-170
6630,-636,583,382
6631,842,534,427
6632,330,409,761
6633,571,907,118
6634,207,-787,294
6635,-447,658,443
6636,757,59,-338
6637,-996,-983,-302
6638,-333,-616,-42
6639,674,393,476
6640,-850,-582,627
6641,-665,691,753
6642,811,-145,-430
6643,-371,230,882
6644,132,982,-390
6645,751,-800,15
6646,-918,-860,-1
6647,227,761,-439
6648,-623,-357,983
6649,522,-616,413
6650,937,255,850
6651,729,-436,-15
6652,-645,746,167
6653,-691,165,-164
6654,-282,-463,45
6655,474,676,-625
6656,-171,176,503
6657,-857,-553,805
6658,369,-879,-807
6659,-77,420,699
6660,-860,-838,166
6661,197,-261,388
6662,-155,-170,609
6663,557,-286,514
6664,-539,325,372
6665,189,220,402
6666,-235,-8,-861
6667,-813,-278,79
6668,254,-331,715
6669,686,373,-67
6670,-269,334,-12
6671,600,-592,319
6672,484,-292,797
6673,601,933,529
6674,-140,26,-27
6675,-859,-570,44
6676,-130,547,582
6677,123,-882,303
6678,151,962,748
6679,-985,-401,-451
6680,-583,35,-265
6681,-262,-323,575
6682,722,304,758
6683,276,-530,57
6684,-839,-538,496
6685,-649,-87,331
6686,815,961,865
6687,122,-371,777
6688,505,-315,271
6689,946,468,-783
6690,-544,-253,881
6691,-760,-690,-254
6692,-486,-200,120
6693,-251,594,-448
6694,744,581,126
6695,856,864,-228
6696,-652,-64,-474
6697,-574,128,-996
6698,435,726,410
6699,-922,-948,917
6700,-695,757,199
6701,874,-649,-340
6702,-212,-886,597
6703,17,118,-3
6704,884,-833,841
6705,645,593,-460
6706,-833,-411,795
6707,597,347,-691
6708,369,313,-480
6709,400,292,119
6710,-831,-963,-204
6711,-805,-762,-12
6712,173,-512,-703
6713,920,137,-683
6714,963,-868,-758
6715,51,573,188
6716,-63,-629,374
6717,-897,591,673
6718,87,-23,959
6719,-305,-936,550
6720,-191,906,994
6721,242,-493,-874
6722,-252,-196,324
6723,446,-850,-542
6724,922,-536,494
6725,-163,-645,293
6726,-996,-961,650
6727,-12,-196,-167
6728,520,100,741
6729,-711,-904,199
6730,-35,-998,-145
6731,915,-426,810
6732,214,-787,-668
6733,331,503,880
6734,476,-171,-490
6735,-65,455,-342
6736,-890,-786,920
6737,100,-332,483
6738,237,220,-628
6739,445,-178,323
6740,-75,910,-947
6741,380,218,-363
6742,-139,170,-26
6743,-666,-774,38
6744,-724,-193,138
6745,-637,-730,-41
6746,-88,216,686
6747,-410,-659,-356
6748,192,126,-509
6749,-295,-828,993
6750,-881,-49,-78
6751,-542,-820,-934
6752,288,909,91
6753,353,-817,-346
6754,-992,-168,22
6755,744,-252,26
6756,264,-48,54
6757,-543,690,-337
6758,52,283,331
6759,488,242,193
6760,-18,-735,-706
6761,-745,831,844
6762,-930,718,356
6763,-844,764,437
6764,724,422,16
6765,-518,980,-123
6766,-695,477,956
6767,287,-121,588
6768,559,916,-425
6769,-62,-981,976
6770,428,472,-719
6771,311,-386,-120
6772,-705,-698,-269
6773,831,-574,-443
6774,40,497,-289
6775,424,-985,-183
6776,84,-956,-864
6777,274,196,269
6778,210,-132,-39
6779,-917,-862,564
6780,-661,-98,-827
6781,665,950,-940
6782,568,-688,-105
6783,123,-298,331
6784,-918,38,750
6785,-290,-496,-936
6786,-742,-711,-815
6787,-345,899,-846
6788,-213,-839,-865
6789,186,518,-573
6790,-339,-657,-519
6791,-573,445,-552
6792,324,249,-558
6793,763,517,-771
6794,-549,-346,-536
6795,789,216,-631
6796,-939,889,222
6797,352,502,-441
6798,149,-587,-767
6799,-581,987,-648
6800,219,303,513
6801,478,-675,226
6802,461,318,960
6803,-324,-696,-705
6804,430,-345,-152
6805,803,-848,-692
6806,-705,398,-685
6807,-584,724,68
6808,-658,483,-297
6809,-38,-108,-313
6810,42,-833,-503
6811,585,-54,-359
6812,-680,418,-639
6813,758,-242,301
6814,372,-202,-522
6815,-714,-422,-348
6816,-500,-471,865
6817,-981,-233,456
6818,-456,-350,446
6819,3,-745,-505
6820,115,348,-745
6821,915,-538,22
6822,-795,10,144
6823,-944,302,-53
6824,409,935,-761
6825,-266,-507,552
6826,785,950,738
6827,-722,852,524
6828,547,-252,-92
6829,-905,-156,225
6830,587,254,192
6831,-310,-596,-73
6832,853,582,-402
6833,654,821,486
6834,-348,-915,-25
6835,-694,-467,938
6836,-501,-830,393
6837,814,-103,-435
6838,-608,212,-272
6839,144,-637,-550
6840,325,-997,668
6841,346,411,-317
6842,883,-488,-82
6843,108,27,-238
6844,760,984,18
6845,-89,140,-53
6846,-37,855,-856
6847,137,-852,192
6848,263,792,-183
6849,454,604,-556
6850,991,615,-463
6851,546,668,-503
6852,-393,866,-726
6853,270,766,-162
6854,-441,-74,238
6855,-444,-573,61
6856,621,-635,89
6857,-619,59,-146
6858,-389,-403,605
6859,578,-434,451
6860,650,-494,-253
6861,501,506,788
6862,-948,-292,213
6863,-561,-151,-690
6864,-370,935,297
6865,797,616,624
6866,-82,214,187
6867,-881,316,-634
6868,904,728,117
6869,183,637,898
6870,563,211,-878
6871,-942,-554,-111
6872,-942,-449,103
6873,-942,605,-750
6874,720,310,718
6875,477,-969,-900
6876,-646,-511,700
6877,-547,-720,-910
6878,292,-674,163
6879,318,470,498
6880,755,-179,995
6881,-881,-465,-898
6882,-875,742,-847
6883,498,-841,522
6884,691,806,918
6885,-587,-839,-391
6886,816,-152,-64
6887,415,38,538
6888,715,-994,-644
6889,393,-616,-346
6890,489,513,-920
6891,99,777,412
6892,-658,-888,610
6893,-629,-4,58
6894,732,931,597
6895,-855,75,-530
6896,607,232,835
6897,772,310,857
6898,-593,-298,-283
6899,985,41,350
6900,-329,-576,400
6901,453,75,672
6902,782,-854,-597
6903,-698,-979,653
6904,-402,-829,43
6905,772,-400,689
6906,927,-962,657
6907,-243,-759,667
6908,266,576,176
6909,-499,-64,-378
6910,217,-512,-268
6911,568,787,-505
6912,-978,-412,-83
6913,-207,550,-252
6914,396,-294,-221
6915,226,262,181
6916,147,533,-332
6917,-772,31,5
6918,-994,-380,-714
6919,724,-970,-897
6920,-958,675,801
6921,-110,-227,869
6922,166,-685,-562
6923,-188,-559,3
6924,501,-830,754
6925,-181,769,927
6926,703,-368,761
6927,-48,-466,-803
6928,335,999,439
6929,-165,573,-277
6930,-497,445,207
6931,401,885,535
6932,609,-604,362
6933,-152,91,-100
6934,-128,-13,571
6935,468,917,421
6936,991,-659,651
6937,218,347,-395
6938,-249,-626,-635
6939,327,705,374
6940,238,822,-215
6941,-436,940,156
6942,-983,-552,-330
6943,347,946,-782
6944,-593,-581,535
6945,654,-262,712
6946,-670,876,735
6947,-971,-649,515
6948,301,236,594
6949,978,910,-397
6950,-178,387,-136
6951,452,807,597
6952,226,-740,958
6953,492,-433,220
6954,955,-188,931
6955,-375,-528,-4
6956,659,-445,-642
6957,-699,297,962
6958,808,671,401
6959,-676,-972,645
6960,-369,-359,199
6961,-574,-574,319
6962,-471,186,719
6963,-730,182,-982
6964,52,-6,558
6965,-729,843,669
6966,-365,-639,335
6967,-742,-4,875
6968,-354,-512,694
6969,870,-683,481
6970,255,108,-849
6971,203,-439,960
6972,599,981,-743
6973,860,453,-158
6974,-612,-62,643
6975,-235,277,-846
6976,-681,30,398
6977,905,600,935
6978,445,592,798
6979,-941,-129,439
6980,841,-994,-619
6981,-401,-144,-202
6982,958,228,-751
6983,-775,33,-466
6984,557,722,-329
6985,633,163,585
6986,279,688,-722
6987,-715,993,-114
6988,356,436,-429
6989,-18,-326,436
6990,-408,180,475
6991,-222,-431,-765
6992,-208,-114,840
6993,919,-327,-81
6994,-933,952,4
6995,-851,600,-134
6996,337,-130,-298
6997,-936,791,-619
6998,988,809,415
6999,-504,-557,-677
7000,-833,-554,-311
7001,-10,-175,593
7002,-22,86,-668
7003,292,-953,347
7004,-188,840,-55
7005,639,271,200
7006,455,79,-422
7007,-554,165,792
7008,-159,-40,202
7009,-559,186,-717
7010,-730,426,660
7011,614,745,-769
7012,-941,-199,-728
7013,-93,-201,-884
7014,529,22,448
7015,415,-26,-292
7016,447,588,-229
7017,-252,-325,-501
7018,-428,-735,-374
7019,-423,662,-405
7020,488,-451,667
7021,382,-330,516
7022,-895,-215,115
7023,660,-359,-27
7024,-234,-823,-856
7025,174,361,368
7026,372,939,316
7027,-506,328,-689
7028,170,412,-718
7029,-897,-630,771
7030,-592,-938,238
7031,-555,369,-539
7032,137,967,-566
7033,393,-692,256
7034,-353,660,513
7035,-711,314,244
7036,-485,-248,144
7037,-156,-343,-785
7038,699,516,577
7039,375,706,724
7040,946,-312,728
7041,-434,704,690
7042,76,-383,-463
7043,-258,-151,878
7044,-391,-951,-608
7045,243,-957,-831
7046,-959,983,-637
7047,193,-204,-935
7048,737,-16,811
7049,-16,830,131
7050,-988,91,-100
7051,-396,59,-756
7052,56,813,-279
7053,-666,-15,594
7054,-915,-67,-474
7055,665,-272,-691
7056,-1000,63,-714
7057,36,-616,-837
7058,-551,-135,594
7059,-420,-606,938
7060,-134,-116,-838
7061,429,-744,456
7062,-681,30,122
7063,-860,868,-454
7064,-430,218,-738
7065,-646,-238,-624
7066,596,-185,855
7067,753,842,-884
7068,263,537,-313
7069,126,-673,694
7070,-808,-648,256
7071,-154,-210,-204
7072,-458,-939,-97
7073,582,-651,653
7074,358,-320,-739
7075,-394,145,58
7076,-315,-765,-975
7077,-777,-855,261
7078,764,77,230
7079,29,869,-311
7080,825,727,385
7081,-805,379,-847
7082,642,535,-166
7083,-121,-164,167
7084,-196,540,668
7085,-130,485,738
7086,-654,-117,744
7087,173,-503,-93
7088,934,979,51
7089,-71,-219,-29
7090,941,-486,738
7091,-16,828,-219
7092,867,991,847
7093,988,744,123
7094,995,-225,-755
7095,-408,-562,-976
7096,-880,548,931
7097,632,-38,296
7098,-145,-667,352
7099,705,195,-26
7100,-103,-743,-502
7101,-77,-64,861
7102,-98,554,-252
7103,-167,732,-970
7104,-195,-717,45
7105,-365,-528,-812
7106,555,886,916
7107,192,313,564
7108,-846,-405,614
7109,-184,-690,576
7110,986,-394,-139
7111,650,-781,579
7112,-991,-845,-354
7113,-956,-55,-275
7114,-267,-316,161
7115,45,960,214
7116,-163,-373,145
7117,632,-825,-774
7118,539,-299,672
7119,-360,-881,138
7120,-81,124,244
7121,-763,-46,-656
7122,909,-73,691
7123,545,424,-965
7124,-160,207,-245
7125,-791,946,-548
7126,744,742,522
7127,916,162,-555
7128,488,-294,-854
7129,85,181,444
7130,-329,529,459
7131,-869,-26,-566
7132,-135,737,379
7133,-667,-29,-448
7134,-730,-530,-128
7135,-468,646,-6
7136,-943,-312,607
7137,-177,-430,-683
7138,-35,-567,961
7139,645,800,-438
7140,252,133,175
7141,-809,123,-740
7142,-273,234,-649
7143,383,-226,-47
7144,473,-618,-871
7145,-789,-793,861
7146,-639,-56,-518
7147,160,262,133
7148,-112,-279,-772
7149,436,-354,-197
7150,-170,-609,885
7151,-224,284,848
7152,132,333,-318
7153,356,598,-301
7154,-678,835,34
7155,601,256,-967
7156,-768,-516,657
7157,-49,-566,-492
7158,-144,-139,404
7159,-75,707,536
7160,948,899,-853
7161,-719,-882,98
7162,-272,-68,-714
7163,-238,-145,-859
7164,662,4,10
7165,-960,939,762
7166,-370,-1000,-896
7167,-632,564,185
7168,17,-505,-292
7169,-163,-217,415
7170,-831,-865,-694
7171,-749,-411,-739
7172,-224,-952,-508
7173,495,-182,-124
7174,761,790,671
7175,-949,488,-178
7176,-372,269,-837
7177,-875,459,57
7178,302,-849,-590
7179,-733,276,927
7180,68,-544,-739
7181,-316,-100,-817
7182,993,-679,-426
7183,925,-386,-168
7184,-618,790,-240
7185,549,608,-740
7186,36,59,-845
7187,939,-736,-440
7188,-222,-593,677
7189,-334,-305,-940
7190,11,545,-272
7191,538,536,128
7192,-91,-525,-912
7193,-49,422,684
7194,983,-119,-394
7195,-92,-432,943
7196,-30,378,712
7197,-919,-212,992
7198,473,-640,93
7199,-346,969,-737
7200,733,-731,-84
7201,438,631,630
7202,-153,834,-660
7203,998,-401,-630
7204,624,990,-956
7205,-116,225,-336
7206,-542,632,-186
7207,568,617,-70
7208,277,-555,435
7209,8,-378,-532
7210,164,-408,364
7211,-877,-963,855
7212,-998,501,-925
7213,257,300,-873
7214,237,-153,-544
7215,-629,742,688
7216,807,945,-400
7217,-491,-589,143
7218,929,477,440
7219,-214,-600,689
7220,578,-706,541
7221,-654,-254,-270
7222,690,763,158
7223,-896,770,596
7224,-585,-572,347
7225,557,-49,966
7226,-840,653,-579
7227,382,61,-535
7228,-935,701,10
7229,324,836,764
7230,862,-57,60
7231,320,-921,641
7232,-917,-187,884
7233,-773,218,-906
7234,-117,350,284
7235,-457,-411,-520
7236,478,-764,-497
7237,0,-608,-782
7238,-24,-776,965
7239,637,735,-921
7240,-771,378,-406
7241,-447,-177,-516
7242,-886,443,133
7243,263,-840,-153
7244,-878,330,729
7245,456,722,118
7246,890,3,514
7247,446,660,285
7248,471,-102,685
7249,621,806,378
7250,128,639,109
7251,-314,305,208
7252,762,-671,-857
7253,809,-901,794
7254,95,385,-120
7255,-398,983,269
7256,714,733,805
7257,-46,-294,500
7258,901,664,-961
7259,604,-641,801
7260,-238,209,-24
7261,-240,-717,-725
7262,503,-215,572
7263,-674,-721,-482
7264,-383,716,318
7265,-839,931,-291
7266,-19,905,-112
7267,-788,-314,858
7268,416,-37,-436
7269,-965,-193,-307
7270,-351,682,-978
7271,-554,940,-675
7272,-977,-495,496
7273,304,807,105
7274,127,-647,-870
7275,832,202,-568
7276,254,655,74
7277,-909,-309,-638
7278,288,-952,618
7279,957,365,-704
7280,26,694,-95
7281,105,-257,230
7282,145,-101,131
7283,552,911,-617
7284,172,362,-182
7285,-586,425,-295
7286,61,-708,-439
7287,498,564,769
7288,-997,255,-138
7289,911,838,-883
7290,501,-39,526
7291,300,-293,321
7292,774,638,547
7293,-682,-79,-882
7294,153,100,65
7295,-705,723,930
7296,579,777,69
7297,83,115,-866
7298,740,-217,-434
7299,773,925,583
7300,-297,-322,-7
7301,724,-271,665
7302,365,-936,82
7303,718,223,76
7304,-533,-668,520
7305,-717,-340,-761
7306,-426,-284,933
7307,50,-495,964
7308,-302,-658,-768
7309,-107,349,-647
7310,-407,690,156
7311,-79,847,-574
7312,-230,-172,839
7313,-298,579,-366
7314,669,-865,467
7315,352,-9,319
7316,235,0,-540
7317,565,-17,-466
7318,55,571,301
7319,135,19,-868
7320,833,296,783
7321,700,-948,-697
7322,485,-570,-150
7323,-474,-432,-723
7324,598,528,586
7325,-579,185,-720
7326,-969,396,-777
7327,546,-782,-891
7328,-568,-111,-396
7329,27,273,375
7330,559,-710,-594
7331,5,-972,339
7332,-553,-927,-286
7333,895,110,-701
7334,522,351,41
7335,453,753,-692
7336,-446,-491,770
7337,212,-432,-178
7338,-682,-712,-442
7339,623,-325,950
7340,-452,449,378
7341,-842,841,-836
7342,858,760,-261
7343,60,561,118
7344,-334,-801,-485
7345,-311,-17,234
7346,281,618,340
7347,570,-744,5
7348,-558,86,-924
7349,540,691,887
7350,704,-964,886
7351,760,-850,-159
7352,-789,10,-994
7353,155,-669,346
7354,172,342,545
7355,-666,453,519
7356,-564,-320,-668
7357,677,103,88
7358,81,253,-277
7359,622,-708,844
7360,991,86,150
7361,-553,180,953
7362,-592,-809,-285
7363,90,462,740
7364,-688,829,569
7365,62,-304,971
7366,703,240,497
7367,121,249,-814
7368,-236,-519,554
7369,-729,-383,-418
7370,837,828,-917
7371,-841,-683,992
7372,-111,-367,-194
7373,-116,719,13
7374,-941,-358,883
7375,-118,-687,-603
7376,561,368,662
7377,-536,82,544
7378,349,-493,-121
7379,245,291,186
7380,549,-217,-79
7381,-200,-868,277
7382,853,-688,902
7383,244,985,841
7384,-206,314,-448
7385,-711,647,187
7386,-674,580,-892
7387,-364,500,-854
7388,-549,-623,-916
7389,942,-372,-197
7390,-1,335,260
7391,-997,-202,-383
7392,-878,-964,883
7393,471,-648,-680
7394,768,-80,32
7395,828,-901,893
7396,908,-478,459
7397,-736,19,125
7398,956,-20,-45
7399,300,194,118
7400,540,-502,-494
7401,-631,-432,666
7402,-957,-486,-115
7403,777,178,-738
7404,-392,184,915
7405,-992,278,44
7406,-359,306,-821
7407,-323,-805,-778
7408,430,663,-665
7409,-247,-375,-446
7410,709,-1000,126
7411,62,740,-969
7412,672,300,-421
7413,101,-640,918
7414,379,-477,235
7415,-276,-430,-100
7416,-788,-581,475
7417,633,808,-744
7418,271,-509,-619
7419,488,573,-614
7420,787,-62,450
7421,948,-470,-23
7422,-806,-348,-21
7423,-505,-208,-189
7424,-79,-625,-875
7425,-985,691,167
7426,533,870,677
7427,-877,522,277
7428,-458,-826,-459
7429,491,-98,699
7430,-388,287,55
7431,-865,-500,-639
7432,-735,-369,-572
7433,-812,269,-591
7434,845,734,-546
7435,-169,976,-26
7436,-576,-80,-39
7437,-148,-56,856
7438,76,730,-476
7439,267,5,-126
7440,991,287,-529
7441,908,553,-951
7442,912,-821,-464
7443,14,954,37
7444,-160,787,46
7445,256,-941,-969
7446,472,171,838
7447,-755,-185,990
7448,166,-915,992
7449,828,853,-239
7450,817,-353,-599
7451,-11,-521,109
7452,-792,-576,318
7453,-475,462,-369
7454,891,109,-35
7455,-683,-663,700
7456,319,309,-813
7457,90,-519,-279
7458,-210,698,-767
7459,578,305,26
7460,175,542,-687
7461,-744,367,856
7462,-207,374,-287
7463,-221,-613,-983
7464,-868,-352,-999
7465,-855,487,-85
7466,124,285,75
7467,38,622,373
7468,-24,-580,114
7469,-982,841,530
7470,-799,-122,-725
7471,410,935,-650
7472,56,-863,-5
7473,145,-119,-535
7474,715,101,199
7475,-909,-335,661
7476,995,735,6
7477,-179,33,898
7478,14,-490,-685
7479,-746,-644,729
7480,493,883,481
7481,-978,332,795
7482,-848,-960,-839
7483,102,-866,404
7484,755,-246,-923
7485,-505,-504,408
7486,-200,-987,247
7487,-582,916,781
7488,349,903,954
7489,-382,-34,-643
7490,857,240,-830
7491,358,-46,70
7492,751,-300,38
7493,124,826,413
7494,286,-514,8
7495,-541,-23,-500
7496,370,-771,868
